ticket_id,date,customer_tier,subject,description,status,resolution
T-0998,2024-02-18,Enterprise,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-0999,2024-03-19,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,open,
T-1000,2024-04-20,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,escalated,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1001,2024-05-21,Enterprise,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1002,2024-06-22,Free,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1003,2024-07-23,Enterprise,DNS record not propagating,Updated A record 10 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1004,2024-08-24,Enterprise,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 15 unused days.,escalated,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1005,2024-09-25,Enterprise,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 15 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1006,2024-10-26,Enterprise,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,open,
T-1007,2024-11-27,Business,High CPU alert not triggering,CPU has been at 100% for 5 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1008,2024-12-28,Free,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,escalated,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1009,2024-01-01,Enterprise,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1010,2024-02-02,Pro,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1011,2024-03-03,Pro,Network latency between VMs is high,Ping between two VMs in same region is 80ms. Expected <5ms.,escalated,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1012,2024-04-04,Business,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 30 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1013,2024-05-05,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1014,2024-06-06,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1015,2024-07-07,Free,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1016,2024-08-08,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1017,2024-09-09,Business,VM shows wrong timezone,System clock on VM is off by 43 hours. Services logging in wrong timezone.,open,
T-1018,2024-10-10,Enterprise,Object storage upload times out for large files,Uploading files over 20GB times out partway through.,open,
T-1019,2024-11-11,Enterprise,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,open,
T-1020,2024-12-12,Free,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1021,2024-01-13,Free,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1022,2024-02-14,Pro,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1023,2024-03-15,Pro,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,open,
T-1024,2024-04-16,Enterprise,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,open,
T-1025,2024-05-17,Free,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-1026,2024-06-18,Pro,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1027,2024-07-19,Free,VM stuck in Pending state,Launched a standard-8 instance in eu-west-1; still shows Pending after 15 minutes.,open,
T-1028,2024-08-20,Free,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1029,2024-09-21,Enterprise,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,escalated,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1030,2024-10-22,Business,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,escalated,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1031,2024-11-23,Free,High outbound data transfer charges,Monthly bill is 2x higher than expected. Suspecting unexpected data transfer fees.,open,
T-1032,2024-12-24,Free,GPU instance VRAM lower than spec,gpu-small shows 14.5GB VRAM instead of 16GB as advertised.,resolved,1.5GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1033,2024-01-25,Enterprise,Snapshot restore failed,Attempting to restore snapshot snap_7324 results in 'Restore failed' error.,escalated,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1034,2024-02-26,Pro,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1035,2024-03-27,Free,VM paused unexpectedly on free tier,Free tier VM paused without warning after 3 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1036,2024-04-28,Enterprise,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1037,2024-05-01,Enterprise,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1038,2024-06-02,Free,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,open,
T-1039,2024-07-03,Free,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1040,2024-08-04,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1041,2024-09-05,Business,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1042,2024-10-06,Enterprise,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1043,2024-11-07,Pro,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1044,2024-12-08,Business,DNS record not propagating,Updated A record 4 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1045,2024-01-09,Pro,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 26 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1046,2024-02-10,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 5 minutes. IKEv2 session expires.,open,
T-1047,2024-03-11,Enterprise,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,escalated,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1048,2024-04-12,Free,High CPU alert not triggering,CPU has been at 100% for 20 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1049,2024-05-13,Business,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,resolved,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1050,2024-06-14,Enterprise,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1051,2024-07-15,Business,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,escalated,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1052,2024-08-16,Free,Network latency between VMs is high,Ping between two VMs in same region is 80ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1053,2024-09-17,Pro,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 15 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1054,2024-10-18,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1055,2024-11-19,Free,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,escalated,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1056,2024-12-20,Free,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1057,2024-01-21,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1058,2024-02-22,Pro,VM shows wrong timezone,System clock on VM is off by 29 hours. Services logging in wrong timezone.,open,
T-1059,2024-03-23,Business,Object storage upload times out for large files,Uploading files over 5GB times out partway through.,escalated,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1060,2024-04-24,Free,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1061,2024-05-25,Pro,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1062,2024-06-26,Business,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1063,2024-07-27,Free,Windows VM cannot activate,Windows Server VM showing activation error after launch.,resolved,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1064,2024-08-28,Pro,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 30 minutes.
T-1065,2024-09-01,Pro,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,escalated,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-1066,2024-10-02,Free,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,resolved,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-1067,2024-11-03,Enterprise,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,escalated,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1068,2024-12-04,Free,VM stuck in Pending state,Launched a gpu-medium instance in us-east-1; still shows Pending after 15 minutes.,resolved,Capacity was temporarily exhausted in us-east-1. VM launched after manual intervention by ops team.
T-1069,2024-01-05,Enterprise,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,open,
T-1070,2024-02-06,Business,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1071,2024-03-07,Business,Account locked after failed login attempts,Customer locked out after 5 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1072,2024-04-08,Free,High outbound data transfer charges,Monthly bill is 10x higher than expected. Suspecting unexpected data transfer fees.,open,
T-1073,2024-05-09,Enterprise,GPU instance VRAM lower than spec,gpu-small shows 14GB VRAM instead of 16GB as advertised.,open,
T-1074,2024-06-10,Business,Snapshot restore failed,Attempting to restore snapshot snap_7611 results in 'Restore failed' error.,resolved,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1075,2024-07-11,Enterprise,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1076,2024-08-12,Enterprise,VM paused unexpectedly on free tier,Free tier VM paused without warning after 10 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1077,2024-09-13,Business,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1078,2024-10-14,Free,Slow disk I/O on Standard SSD volume,Database queries taking 10x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1079,2024-11-15,Free,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1080,2024-12-16,Enterprise,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1081,2024-01-17,Enterprise,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,escalated,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1082,2024-02-18,Enterprise,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1083,2024-03-19,Pro,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,escalated,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1084,2024-04-20,Pro,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1085,2024-05-21,Free,DNS record not propagating,Updated A record 45 hours ago but domain still resolves to old IP.,open,
T-1086,2024-06-22,Business,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 5 unused days.,escalated,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1087,2024-07-23,Enterprise,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 15 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1088,2024-08-24,Pro,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1089,2024-09-25,Enterprise,High CPU alert not triggering,CPU has been at 100% for 15 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1090,2024-10-26,Business,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,open,
T-1091,2024-11-27,Enterprise,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1092,2024-12-28,Business,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1093,2024-01-01,Enterprise,Network latency between VMs is high,Ping between two VMs in same region is 40ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1094,2024-02-02,Business,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 30 hours.,escalated,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1095,2024-03-03,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,open,
T-1096,2024-04-04,Pro,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1097,2024-05-05,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1098,2024-06-06,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1099,2024-07-07,Pro,VM shows wrong timezone,System clock on VM is off by 29 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1100,2024-08-08,Enterprise,Object storage upload times out for large files,Uploading files over 5GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1101,2024-09-09,Free,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1102,2024-10-10,Business,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,open,
T-1103,2024-11-11,Business,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1104,2024-12-12,Enterprise,Windows VM cannot activate,Windows Server VM showing activation error after launch.,open,
T-1105,2024-01-13,Business,Requesting P1 escalation for production outage,Production system is completely down. 5 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 15 minutes.
T-1106,2024-02-14,Free,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,resolved,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-1107,2024-03-15,Enterprise,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-1108,2024-04-16,Pro,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,open,
T-1109,2024-05-17,Pro,VM stuck in Pending state,Launched a standard-8 instance in eu-west-1; still shows Pending after 30 minutes.,escalated,Capacity was temporarily exhausted in eu-west-1. VM launched after manual intervention by ops team.
T-1110,2024-06-18,Enterprise,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1111,2024-07-19,Enterprise,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1112,2024-08-20,Pro,Account locked after failed login attempts,Customer locked out after 5 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1113,2024-09-21,Business,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,resolved,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-1114,2024-10-22,Free,GPU instance VRAM lower than spec,gpu-small shows 15GB VRAM instead of 16GB as advertised.,resolved,1GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1115,2024-11-23,Business,Snapshot restore failed,Attempting to restore snapshot snap_7898 results in 'Restore failed' error.,open,
T-1116,2024-12-24,Business,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1117,2024-01-25,Enterprise,VM paused unexpectedly on free tier,Free tier VM paused without warning after 18 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1118,2024-02-26,Enterprise,Payment method declined,Credit card is being declined on payment form even though card is valid.,escalated,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1119,2024-03-27,Pro,Slow disk I/O on Standard SSD volume,Database queries taking 3x longer than expected. Disk throughput appears throttled.,escalated,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1120,2024-04-28,Free,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,escalated,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1121,2024-05-01,Free,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-1122,2024-06-02,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,escalated,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1123,2024-07-03,Enterprise,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,escalated,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1124,2024-08-04,Business,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1125,2024-09-05,Free,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1126,2024-10-06,Pro,DNS record not propagating,Updated A record 29 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1127,2024-11-07,Business,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 9 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1128,2024-12-08,Enterprise,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 10 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1129,2024-01-09,Free,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,escalated,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1130,2024-02-10,Enterprise,High CPU alert not triggering,CPU has been at 100% for 5 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1131,2024-03-11,Business,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,escalated,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1132,2024-04-12,Free,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,escalated,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1133,2024-05-13,Pro,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1134,2024-06-14,Enterprise,Network latency between VMs is high,Ping between two VMs in same region is 80ms. Expected <5ms.,open,
T-1135,2024-07-15,Free,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 12 hours.,escalated,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1136,2024-08-16,Enterprise,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1137,2024-09-17,Free,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1138,2024-10-18,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,escalated,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1139,2024-11-19,Business,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",escalated,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1140,2024-12-20,Free,VM shows wrong timezone,System clock on VM is off by 15 hours. Services logging in wrong timezone.,open,
T-1141,2024-01-21,Business,Object storage upload times out for large files,Uploading files over 10GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1142,2024-02-22,Enterprise,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1143,2024-03-23,Free,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1144,2024-04-24,Pro,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1145,2024-05-25,Enterprise,Windows VM cannot activate,Windows Server VM showing activation error after launch.,open,
T-1146,2024-06-26,Pro,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,escalated,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 15 minutes.
T-1147,2024-07-27,Enterprise,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,open,
T-1148,2024-08-28,Pro,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-1149,2024-09-01,Enterprise,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1150,2024-10-02,Pro,VM stuck in Pending state,Launched a standard-8 instance in eu-west-1; still shows Pending after 15 minutes.,resolved,Capacity was temporarily exhausted in eu-west-1. VM launched after manual intervention by ops team.
T-1151,2024-11-03,Pro,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,open,
T-1152,2024-12-04,Pro,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,escalated,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1153,2024-01-05,Free,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1154,2024-02-06,Free,High outbound data transfer charges,Monthly bill is 2x higher than expected. Suspecting unexpected data transfer fees.,open,
T-1155,2024-03-07,Free,GPU instance VRAM lower than spec,gpu-small shows 14GB VRAM instead of 16GB as advertised.,resolved,2GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1156,2024-04-08,Pro,Snapshot restore failed,Attempting to restore snapshot snap_8185 results in 'Restore failed' error.,escalated,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1157,2024-05-09,Free,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,open,
